frame,time_seconds,flash_offset,x,y,width,height,pixel_count,raw_length,encoded_length,record_length,decoded_crc32
886,29.533333333333335,1671670,59,42,44,46,2024,4048,2194,2210,51F40C12
887,29.566666666666666,1673880,59,40,45,47,2115,4230,2279,2295,70CEA184
888,29.6,1676175,60,40,44,47,2068,4136,2327,2343,DEA06948
889,29.633333333333333,1678518,61,60,42,3,126,252,227,243,B70A93CD
890,29.666666666666668,1678761,59,40,45,48,2160,4320,2385,2401,498ADAF1
891,29.7,1681162,57,40,47,48,2256,4512,2409,2425,0B5B22DF
892,29.733333333333334,1683587,59,54,40,34,1360,2720,1636,1652,E22F3347
893,29.766666666666666,1685239,57,40,48,48,2304,4608,2424,2440,73818540
894,29.8,1687679,59,40,47,48,2256,4512,2409,2425,92F48FB1
895,29.833333333333332,1690104,66,62,1,1,1,2,3,19,074615A0
896,29.866666666666667,1690123,62,40,45,48,2160,4320,2285,2301,AB890D5C
897,29.9,1692424,63,40,45,48,2160,4320,2264,2280,78D8B714
898,29.933333333333334,1694704,64,41,44,47,2068,4136,2228,2244,9EA852E3
899,29.966666666666665,1696948,64,41,45,47,2115,4230,2124,2140,C1B24E20
900,30.0,1699088,66,44,43,44,1892,3784,2083,2099,910F4D04
901,30.033333333333335,1701187,68,61,33,8,264,528,435,451,F9F354E0
902,30.066666666666666,1701638,65,42,44,44,1936,3872,2034,2050,9BF05304
903,30.1,1703688,65,42,44,46,2024,4048,2161,2177,CD1BA3B0
904,30.133333333333333,1705865,64,40,44,48,2112,4224,2221,2237,43BECE8A
905,30.166666666666668,1708102,64,40,44,48,2112,4224,2271,2287,C69D5440
906,30.2,1710389,64,40,44,48,2112,4224,2315,2331,97DBC388
907,30.233333333333334,1712720,66,54,41,13,533,1066,853,869,FC700572
908,30.266666666666666,1713589,64,40,45,48,2160,4320,2451,2467,2F7803E0
909,30.3,1716056,72,45,38,42,1596,3192,1976,1992,BDA789F6
910,30.333333333333332,1718048,62,40,48,48,2304,4608,2460,2476,CC3833F1
911,30.366666666666667,1720524,62,40,46,48,2208,4416,2448,2464,0391AAC3
912,30.4,1722988,60,40,46,48,2208,4416,2471,2487,54535406
913,30.433333333333334,1725475,67,68,27,9,243,486,231,247,6D13A82B
914,30.466666666666665,1725722,60,40,44,48,2112,4224,2397,2413,AE2752DA
915,30.5,1728135,59,41,45,47,2115,4230,2362,2378,27A8506F
916,30.533333333333335,1730513,59,41,44,47,2068,4136,2255,2271,B02BEFA8
917,30.566666666666666,1732784,64,45,29,38,1102,2204,1502,1518,31D9CEC1
918,30.6,1734302,59,42,43,46,1978,3956,2218,2234,D43C08FA
919,30.633333333333333,1736536,83,61,12,12,144,288,275,291,E4B5E9B9
920,30.666666666666668,1736827,59,42,44,46,2024,4048,2204,2220,2035E093
921,30.7,1739047,59,40,44,48,2112,4224,2270,2286,F21A827C
922,30.733333333333334,1741333,60,40,44,47,2068,4136,2329,2345,80C494E8
923,30.766666666666666,1743678,58,40,46,48,2208,4416,2405,2421,E46F952C
924,30.8,1746099,57,40,47,48,2256,4512,2439,2455,7F4ECEC9
925,30.833333333333332,1748554,69,80,1,1,1,2,3,19,BC8F855C
926,30.866666666666667,1748573,69,54,30,19,570,1140,820,836,924C57A9
927,30.9,1749409,57,40,48,48,2304,4608,2424,2440,6890279D
928,30.933333333333334,1751849,59,40,47,48,2256,4512,2421,2437,B2DB85DC
929,30.966666666666665,1754286,62,40,45,48,2160,4320,2283,2299,84FE4709
930,31.0,1756585,63,40,45,48,2160,4320,2265,2281,ACDBC190
931,31.033333333333335,1758866,74,70,25,10,250,500,129,145,D6D1860E
932,31.066666666666666,1759011,64,41,44,47,2068,4136,2251,2267,F2B8538D
933,31.1,1761278,64,41,45,47,2115,4230,2140,2156,CEFDE956
934,31.133333333333333,1763434,70,52,37,20,740,1480,1080,1096,2799EC33
935,31.166666666666668,1764530,65,42,44,45,1980,3960,2061,2077,79F918EB
936,31.2,1766607,65,42,44,46,2024,4048,2161,2177,0C63E9DB
937,31.233333333333334,1768784,67,55,35,26,910,1820,1073,1089,EAA88D10
938,31.266666666666666,1769873,64,40,44,48,2112,4224,2225,2241,A3690844
939,31.3,1772114,64,40,44,47,2068,4136,2238,2254,7B03CCCA
940,31.333333333333332,1774368,64,40,44,48,2112,4224,2321,2337,502A87EF
941,31.366666666666667,1776705,64,40,45,48,2160,4320,2485,2501,19727996
942,31.4,1779206,69,60,41,28,1148,2296,1402,1418,BA4365B8
943,31.433333333333334,1780624,105,62,1,1,1,2,3,19,7C005C59
944,31.466666666666665,1780643,62,40,48,48,2304,4608,2449,2465,2E46CB0E
945,31.5,1783108,62,40,46,48,2208,4416,2457,2473,6D15EC1A
946,31.533333333333335,1785581,60,40,47,48,2256,4512,2464,2480,E95D7492
947,31.566666666666666,1788061,60,40,44,48,2112,4224,2402,2418,22815814
948,31.6,1790479,59,41,45,47,2115,4230,2372,2388,1266E073
949,31.633333333333333,1792867,68,48,26,37,962,1924,1290,1306,D91BB218
950,31.666666666666668,1794173,59,41,44,47,2068,4136,2259,2275,98CAB171
951,31.7,1796448,65,43,34,32,1088,2176,1547,1563,FAC620FA
952,31.733333333333334,1798011,59,42,43,45,1935,3870,2194,2210,CC3C64E0
953,31.766666666666666,1800221,59,42,44,46,2024,4048,2201,2217,7EAD5388
954,31.8,1802438,59,40,44,48,2112,4224,2278,2294,100AED96
955,31.833333333333332,1804732,0,0,0,0,0,0,0,16,00000000
956,31.866666666666667,1804748,60,40,44,48,2112,4224,2334,2350,00A43E39
957,31.9,1807098,58,40,46,48,2208,4416,2382,2398,400FA3CF
958,31.933333333333334,1809496,57,40,47,48,2256,4512,2424,2440,E6B77E3D
959,31.966666666666665,1811936,59,44,40,36,1440,2880,1764,1780,603AC632
960,32.0,1813716,57,40,48,48,2304,4608,2434,2450,C6338AE8
961,32.03333333333333,1816166,59,44,44,40,1760,3520,2104,2120,B7186792
962,32.06666666666667,1818286,59,40,47,48,2256,4512,2411,2427,BDE939C4
963,32.1,1820713,62,40,45,48,2160,4320,2275,2291,5ED3E6D4
964,32.13333333333333,1823004,63,40,45,48,2160,4320,2269,2285,C8AD959A
965,32.166666666666664,1825289,64,41,44,47,2068,4136,2251,2267,AD0F760A
966,32.2,1827556,64,41,45,47,2115,4230,2134,2150,5096838F
967,32.233333333333334,1829706,102,66,1,1,1,2,3,19,F9DABCE0
968,32.266666666666666,1829725,67,45,41,29,1189,2378,1599,1615,7463F5AF
969,32.3,1831340,65,42,44,46,2024,4048,2086,2102,AF71FA73
970,32.333333333333336,1833442,65,42,44,46,2024,4048,2145,2161,AA2705F6
971,32.36666666666667,1835603,64,40,44,48,2112,4224,2222,2238,583DB540
972,32.4,1837841,64,40,44,48,2112,4224,2288,2304,77260D8A
973,32.43333333333333,1840145,68,45,30,19,570,1140,870,886,77404E98
974,32.46666666666667,1841031,64,40,44,48,2112,4224,2318,2334,17502460
975,32.5,1843365,64,40,45,48,2160,4320,2465,2481,1B12F879
976,32.53333333333333,1845846,68,43,42,45,1890,3780,2341,2357,7D257A58
977,32.56666666666667,1848203,62,40,48,48,2304,4608,2466,2482,A6CB9FA0
978,32.6,1850685,62,40,46,48,2208,4416,2471,2487,5E83E58C
979,32.63333333333333,1853172,68,71,27,17,459,918,422,438,80B67439
980,32.666666666666664,1853610,60,40,47,48,2256,4512,2481,2497,53B78F72
981,32.7,1856107,60,40,44,48,2112,4224,2405,2421,B2BDE2DE
982,32.733333333333334,1858528,59,41,45,47,2115,4230,2377,2393,9813B9EA
983,32.766666666666666,1860921,59,41,44,47,2068,4136,2262,2278,27C3AE2F
984,32.8,1863199,65,55,29,29,841,1682,1133,1149,0546DAE8
985,32.833333333333336,1864348,0,0,0,0,0,0,0,16,00000000
986,32.86666666666667,1864364,59,42,43,45,1935,3870,2197,2213,CD5F0F8A
987,32.9,1866577,59,42,44,46,2024,4048,2186,2202,E79EF6BA
988,32.93333333333333,1868779,59,40,44,47,2068,4136,2261,2277,646D5795
989,32.96666666666667,1871056,60,40,44,47,2068,4136,2323,2339,49A2BB05
990,33.0,1873395,59,40,45,48,2160,4320,2376,2392,26360909
991,33.03333333333333,1875787,68,64,26,24,624,1248,669,685,760033AE
992,33.06666666666667,1876472,57,40,47,48,2256,4512,2425,2441,1DC56104
993,33.1,1878913,59,46,40,36,1440,2880,1751,1767,50723E70
994,33.13333333333333,1880680,57,40,48,48,2304,4608,2428,2444,B63B69AB
995,33.166666666666664,1883124,59,40,47,48,2256,4512,2397,2413,042068BA
996,33.2,1885537,62,40,45,48,2160,4320,2293,2309,BA1B2584
997,33.233333333333334,1887846,0,0,0,0,0,0,0,16,00000000
998,33.266666666666666,1887862,63,40,45,48,2160,4320,2260,2276,1BA09028
999,33.3,1890138,64,41,44,47,2068,4136,2251,2267,AD0F760A
1000,33.333333333333336,1892405,64,41,45,47,2115,4230,2122,2138,C8B8EDEB
1001,33.36666666666667,1894543,74,56,33,17,561,1122,837,853,ACD41863
1002,33.4,1895396,65,42,44,45,1980,3960,2058,2074,3776A2BD
1003,33.43333333333333,1897470,77,62,26,3,78,156,145,161,9B7EB441
1004,33.46666666666667,1897631,65,42,44,46,2024,4048,2152,2168,D1361711
1005,33.5,1899799,64,40,44,48,2112,4224,2227,2243,CFFFB5CE
1006,33.53333333333333,1902042,64,40,44,48,2112,4224,2275,2291,975EBBF4
1007,33.56666666666667,1904333,64,40,44,48,2112,4224,2303,2319,B3AA8338
1008,33.6,1906652,64,40,45,48,2160,4320,2457,2473,57EF5F43
1009,33.63333333333333,1909125,64,60,1,1,1,2,3,19,D09BA758
1010,33.666666666666664,1909144,82,60,28,26,728,1456,907,923,5EEB3776
1011,33.7,1910067,62,40,48,48,2304,4608,2455,2471,AFFBE5B3
1012,33.733333333333334,1912538,62,40,46,48,2208,4416,2465,2481,0EE53D84
1013,33.766666666666666,1915019,60,40,47,48,2256,4512,2457,2473,99671468
1014,33.8,1917492,60,40,44,48,2112,4224,2387,2403,E3C68D54
1015,33.833333333333336,1919895,84,62,1,1,1,2,3,19,0C771FC6
1016,33.86666666666667,1919914,59,41,45,47,2115,4230,2368,2384,A64FF682
1017,33.9,1922298,59,41,44,47,2068,4136,2269,2285,FD349073
1018,33.93333333333333,1924583,65,55,28,20,560,1120,861,877,A3C3F4D2
1019,33.96666666666667,1925460,59,42,43,45,1935,3870,2199,2215,97E008DA
1020,34.0,1927675,59,42,44,46,2024,4048,2194,2210,2A2B008D
1021,34.03333333333333,1929885,67,44,32,27,864,1728,1319,1335,721675CE
1022,34.06666666666667,1931220,59,40,44,48,2112,4224,2273,2289,ADF030AC
1023,34.1,1933509,60,40,44,48,2112,4224,2344,2360,9F1672E1
1024,34.13333333333333,1935869,59,40,45,48,2160,4320,2383,2399,7E3736D4
1025,34.166666666666664,1938268,57,40,47,48,2256,4512,2420,2436,15BF7525
1026,34.2,1940704,59,44,40,44,1760,3520,2188,2204,1F33C38E
1027,34.233333333333334,1942908,59,44,27,36,972,1944,1168,1184,3A5D8DE7
1028,34.266666666666666,1944092,57,40,48,48,2304,4608,2418,2434,486671C4
1029,34.3,1946526,59,40,47,48,2256,4512,2407,2423,4CE1AC14
1030,34.333333333333336,1948949,62,40,45,48,2160,4320,2291,2307,D1FA7E84
1031,34.36666666666667,1951256,63,40,45,48,2160,4320,2271,2287,68D30D44
1032,34.4,1953543,64,41,44,47,2068,4136,2251,2267,C3E9304B
1033,34.43333333333333,1955810,0,0,0,0,0,0,0,16,00000000
1034,34.46666666666667,1955826,64,41,45,47,2115,4230,2109,2125,ECAA40CC
1035,34.5,1957951,75,56,32,23,736,1472,929,945,1BFB235E
1036,34.53333333333333,1958896,65,42,44,44,1936,3872,2034,2050,B60E758A
1037,34.56666666666667,1960946,65,42,44,46,2024,4048,2158,2174,E8BB5522
1038,34.6,1963120,64,40,44,48,2112,4224,2231,2247,1F1DA449
1039,34.63333333333333,1965367,72,44,21,2,42,84,73,89,37FAD6CE
1040,34.666666666666664,1965456,64,40,44,47,2068,4136,2244,2260,55DEFC52
1041,34.7,1967716,64,40,44,48,2112,4224,2322,2338,6DFC9C04
1042,34.733333333333334,1970054,64,40,45,48,2160,4320,2457,2473,BD7DE613
1043,34.766666666666666,1972527,69,58,41,30,1230,2460,1511,1527,CE4D3A98
1044,34.8,1974054,62,40,48,48,2304,4608,2470,2486,6CA5E13C
1045,34.833333333333336,1976540,76,54,1,1,1,2,3,19,C5AF8470
1046,34.86666666666667,1976559,62,40,46,48,2208,4416,2467,2483,AA96E821
1047,34.9,1979042,60,40,47,48,2256,4512,2486,2502,926B88A9
1048,34.93333333333333,1981544,60,40,44,48,2112,4224,2393,2409,F3FC1D91
1049,34.96666666666667,1983953,59,41,45,47,2115,4230,2369,2385,8A3F99AE
1050,35.0,1986338,59,41,44,47,2068,4136,2268,2284,13C344B2
1051,35.03333333333333,1988622,67,47,19,27,513,1026,836,852,E6840FCC
1052,35.06666666666667,1989474,65,47,29,34,986,1972,1352,1368,DAF52341
1053,35.1,1990842,59,42,43,45,1935,3870,2187,2203,F6ABDBC9
1054,35.13333333333333,1993045,59,42,44,46,2024,4048,2217,2233,BF948046
1055,35.166666666666664,1995278,59,40,44,47,2068,4136,2266,2282,4EB4697B
1056,35.2,1997560,60,40,44,48,2112,4224,2327,2343,68C053CC
1057,35.233333333333334,1999903,68,46,19,37,703,1406,897,913,77F83EDB
1058,35.266666666666666,2000816,59,40,45,48,2160,4320,2389,2405,687D6F4B
1059,35.3,2003221,57,40,47,48,2256,4512,2425,2441,E3B81FB3
1060,35.333333333333336,2005662,59,42,39,44,1716,3432,2122,2138,054A74EB
1061,35.36666666666667,2007800,57,40,48,48,2304,4608,2446,2462,673E0375
1062,35.4,2010262,59,40,47,48,2256,4512,2405,2421,BBBFFD11
1063,35.43333333333333,2012683,0,0,0,0,0,0,0,16,00000000
1064,35.46666666666667,2012699,62,40,45,48,2160,4320,2309,2325,41F35366
1065,35.5,2015024,63,40,45,48,2160,4320,2272,2288,55E46D74
1066,35.53333333333333,2017312,64,41,44,47,2068,4136,2227,2243,1492EF98
1067,35.56666666666667,2019555,64,41,45,47,2115,4230,2140,2156,071B099E
1068,35.6,2021711,75,50,32,38,1216,2432,1517,1533,E994CA0A
1069,35.63333333333333,2023244,75,50,30,21,630,1260,952,968,1CF57F42
1070,35.666666666666664,2024212,65,42,44,46,2024,4048,2088,2104,4D07430C
1071,35.7,2026316,65,42,44,46,2024,4048,2164,2180,9D16D56E
1072,35.733333333333334,2028496,64,40,44,48,2112,4224,2236,2252,6C292922
1073,35.766666666666666,2030748,64,40,44,48,2112,4224,2272,2288,CD8FD9A9
1074,35.8,2033036,64,40,44,48,2112,4224,2321,2337,B87A4E91
1075,35.833333333333336,2035373,76,52,21,36,756,1512,887,903,E185B670
1076,35.86666666666667,2036276,64,40,45,48,2160,4320,2463,2479,8BE66D23
1077,35.9,2038755,72,60,38,27,1026,2052,1204,1220,5A29636E
1078,35.93333333333333,2039975,62,40,48,48,2304,4608,2470,2486,ED5735ED
1079,35.96666666666667,2042461,62,40,46,48,2208,4416,2441,2457,E58A832E
1080,36.0,2044918,60,40,47,48,2256,4512,2481,2497,43128F02
1081,36.03333333333333,2047415,76,53,18,24,432,864,609,625,BB395789
1082,36.06666666666667,2048040,60,40,44,48,2112,4224,2395,2411,4270FFFD
1083,36.1,2050451,59,41,45,47,2115,4230,2373,2389,DDAB294A
1084,36.13333333333333,2052840,59,41,44,47,2068,4136,2268,2284,01FC693E
1085,36.166666666666664,2055124,65,55,29,20,580,1160,881,897,5B460BC3
1086,36.2,2056021,59,42,43,45,1935,3870,2204,2220,DCA14AFD
1087,36.233333333333334,2058241,59,45,17,16,272,544,397,413,5D0EF5CC
1088,36.266666666666666,2058654,59,42,44,46,2024,4048,2215,2231,733C153A
1089,36.3,2060885,59,40,45,47,2115,4230,2275,2291,46478640
1090,36.333333333333336,2063176,60,40,43,47,2021,4042,2315,2331,B285AA37
1091,36.36666666666667,2065507,58,40,46,48,2208,4416,2401,2417,7D83109E
1092,36.4,2067924,57,40,47,48,2256,4512,2424,2440,F15DE038
1093,36.43333333333333,2070364,59,80,12,8,96,192,165,181,F04B4ECD
1094,36.46666666666667,2070545,70,54,33,17,561,1122,885,901,1BFC061A
1095,36.5,2071446,57,40,48,48,2304,4608,2442,2458,CE93C6FC
1096,36.53333333333333,2073904,59,40,47,48,2256,4512,2406,2422,6551D490
1097,36.56666666666667,2076326,62,40,45,48,2160,4320,2285,2301,25124B4D
1098,36.6,2078627,63,40,45,48,2160,4320,2271,2287,105B9A6A
1099,36.63333333333333,2080914,76,51,22,37,814,1628,888,904,65DAA3CE
1100,36.666666666666664,2081818,64,41,44,47,2068,4136,2253,2269,2D69AD5B
1101,36.7,2084087,64,41,45,47,2115,4230,2118,2134,93E3606E
1102,36.733333333333334,2086221,68,45,39,43,1677,3354,1955,1971,6FF9B9AB
1103,36.766666666666666,2088192,65,42,44,45,1980,3960,2046,2062,D2BA91E1
1104,36.8,2090254,65,42,44,46,2024,4048,2167,2183,4429B738
1105,36.833333333333336,2092437,0,0,0,0,0,0,0,16,00000000
1106,36.86666666666667,2092453,64,40,44,48,2112,4224,2222,2238,9C9B2A8A
1107,36.9,2094691,64,40,44,47,2068,4136,2253,2269,FE375A1A
1108,36.93333333333333,2096960,64,40,44,48,2112,4224,2320,2336,4DC53B3D
1109,36.96666666666667,2099296,64,40,45,48,2160,4320,2470,2486,EFE5ECF7
1110,37.0,2101782,82,60,28,28,784,1568,936,952,3E85537E
1111,37.03333333333333,2102734,98,79,7,3,21,42,33,49,37CE32D6
1112,37.06666666666667,2102783,62,40,48,48,2304,4608,2468,2484,9382F157
1113,37.1,2105267,62,40,46,48,2208,4416,2450,2466,DBC34B15
1114,37.13333333333333,2107733,60,40,47,48,2256,4512,2471,2487,A826AE02
1115,37.166666666666664,2110220,60,40,44,48,2112,4224,2403,2419,840B894B
1116,37.2,2112639,59,41,45,47,2115,4230,2361,2377,45CA5546
1117,37.233333333333334,2115016,85,70,1,1,1,2,3,19,951A25D4
1118,37.266666666666666,2115035,59,41,44,47,2068,4136,2268,2284,44BECD26
1119,37.3,2117319,65,55,29,20,580,1160,883,899,3FB13E1A
1120,37.333333333333336,2118218,59,42,43,45,1935,3870,2198,2214,31997536
1121,37.36666666666667,2120432,59,42,44,46,2024,4048,2198,2214,F77B08B4
1122,37.4,2122646,59,40,44,47,2068,4136,2263,2279,D880811F
1123,37.43333333333333,2124925,77,63,1,1,1,2,3,19,377D54A6
1124,37.46666666666667,2124944,60,40,44,47,2068,4136,2328,2344,C23D0730
1125,37.5,2127288,58,40,46,48,2208,4416,2381,2397,C1502B4D
1126,37.53333333333333,2129685,57,40,47,48,2256,4512,2410,2426,957EDA7E
1127,37.56666666666667,2132111,70,54,29,17,493,986,762,778,CFCE3C19
1128,37.6,2132889,57,40,48,48,2304,4608,2442,2458,7A7A4AC8
1129,37.63333333333333,2135347,0,0,0,0,0,0,0,16,00000000
1130,37.666666666666664,2135363,59,40,47,48,2256,4512,2415,2431,EF19889E
1131,37.7,2137794,62,40,45,48,2160,4320,2285,2301,1332163A
1132,37.733333333333334,2140095,63,40,45,48,2160,4320,2262,2278,4092176C
1133,37.766666666666666,2142373,64,41,44,47,2068,4136,2251,2267,21958526
1134,37.8,2144640,64,41,45,47,2115,4230,2116,2132,F9D9188D
1135,37.833333333333336,2146772,68,57,33,14,462,924,725,741,53CE913F
1136,37.86666666666667,2147513,76,56,31,32,992,1984,1199,1215,D10D0D9B
1137,37.9,2148728,65,42,44,45,1980,3960,2061,2077,A2379051
1138,37.93333333333333,2150805,65,42,44,46,2024,4048,2153,2169,7D686CD2
1139,37.96666666666667,2152974,64,40,44,48,2112,4224,2219,2235,700B7582
1140,38.0,2155209,64,40,44,47,2068,4136,2236,2252,D72626B1
1141,38.03333333333333,2157461,97,87,1,1,1,2,3,19,52E454A9
1142,38.06666666666667,2157480,64,40,44,48,2112,4224,2313,2329,B7F36384
1143,38.1,2159809,64,40,45,48,2160,4320,2461,2477,DBC432E9
1144,38.13333333333333,2162286,68,45,42,43,1806,3612,2265,2281,379EEF4C
1145,38.166666666666664,2164567,62,40,48,48,2304,4608,2472,2488,4C8DBD13
1146,38.2,2167055,62,40,46,48,2208,4416,2468,2484,51F5C097
1147,38.233333333333334,2169539,67,65,2,18,36,72,73,89,B434F737
1148,38.266666666666666,2169628,60,40,47,48,2256,4512,2456,2472,2EDC821C
1149,38.3,2172100,60,40,44,48,2112,4224,2403,2419,109B36F5
1150,38.333333333333336,2174519,59,41,45,47,2115,4230,2351,2367,934258FF
1151,38.36666666666667,2176886,59,41,44,47,2068,4136,2266,2282,75F0224D
1152,38.4,2179168,65,56,29,31,899,1798,1248,1264,627C73B7
1153,38.43333333333333,2180432,0,0,0,0,0,0,0,16,00000000
1154,38.46666666666667,2180448,59,42,43,45,1935,3870,2188,2204,2902A179
1155,38.5,2182652,59,42,44,46,2024,4048,2225,2241,C078B2A8
1156,38.53333333333333,2184893,59,40,44,47,2068,4136,2265,2281,562426F7
1157,38.56666666666667,2187174,60,40,44,47,2068,4136,2332,2348,C3A22887
1158,38.6,2189522,59,40,45,48,2160,4320,2392,2408,D6610AB7
1159,38.63333333333333,2191930,67,49,30,34,1020,2040,1279,1295,6D935589
1160,38.666666666666664,2193225,57,40,47,48,2256,4512,2422,2438,C6E4D457
1161,38.7,2195663,59,54,42,28,1176,2352,1366,1382,B8D68382
1162,38.733333333333334,2197045,57,40,48,48,2304,4608,2432,2448,0E3044C5
1163,38.766666666666666,2199493,59,40,47,48,2256,4512,2415,2431,E78E5928
1164,38.8,2201924,62,40,45,48,2160,4320,2287,2303,C0C28E72
1165,38.833333333333336,2204227,80,45,4,7,28,56,53,69,323CD871
1166,38.86666666666667,2204296,63,40,45,48,2160,4320,2282,2298,DF0C1FE4
1167,38.9,2206594,64,41,44,47,2068,4136,2231,2247,E65361A7
1168,38.93333333333333,2208841,65,41,44,47,2068,4136,2101,2117,AE740967
1169,38.96666666666667,2210958,76,56,31,16,496,992,767,783,EE6D7C8A
1170,39.0,2211741,65,42,44,46,2024,4048,2083,2099,046454A4
1171,39.03333333333333,2213840,67,43,39,45,1755,3510,1983,1999,D4F0DA68
1172,39.06666666666667,2215839,65,42,44,46,2024,4048,2180,2196,C5ACB8D0
1173,39.1,2218035,64,40,44,48,2112,4224,2217,2233,A984CB61
1174,39.13333333333333,2220268,64,40,44,47,2068,4136,2255,2271,2C6C5E1A
1175,39.166666666666664,2222539,64,40,44,48,2112,4224,2307,2323,058360E3
1176,39.2,2224862,64,40,45,48,2160,4320,2467,2483,3F73D7A9
1177,39.233333333333334,2227345,0,0,0,0,0,0,0,16,00000000
1178,39.266666666666666,2227361,67,54,43,33,1419,2838,1766,1782,B2C3ECEC
1179,39.3,2229143,62,40,48,48,2304,4608,2474,2490,A1A62496
1180,39.333333333333336,2231633,61,40,47,48,2256,4512,2470,2486,1659D241
1181,39.36666666666667,2234119,60,40,47,48,2256,4512,2472,2488,955742E0
1182,39.4,2236607,60,40,44,48,2112,4224,2405,2421,E6A6B3CE
1183,39.43333333333333,2239028,85,46,18,37,666,1332,878,894,DCA5ABC9
1184,39.46666666666667,2239922,59,41,45,47,2115,4230,2375,2391,40D310F8
1185,39.5,2242313,59,41,44,47,2068,4136,2268,2284,CF332C6D
1186,39.53333333333333,2244597,65,55,29,29,841,1682,1131,1147,C5711EBB
1187,39.56666666666667,2245744,59,42,43,45,1935,3870,2195,2211,09B134AF
1188,39.6,2247955,59,42,44,46,2024,4048,2219,2235,04B15AFA
1189,39.63333333333333,2250190,0,0,0,0,0,0,0,16,00000000
1190,39.666666666666664,2250206,59,40,45,47,2115,4230,2275,2291,D3E4A5AB
1191,39.7,2252497,60,40,43,48,2064,4128,2312,2328,83692EBD
1192,39.733333333333334,2254825,58,40,46,48,2208,4416,2392,2408,C1860A9D
1193,39.766666666666666,2257233,57,40,47,48,2256,4512,2430,2446,89C929D0
1194,39.8,2259679,64,53,35,35,1225,2450,1495,1511,310ACE98
1195,39.833333333333336,2261190,64,53,1,1,1,2,3,19,9B831F7E
1196,39.86666666666667,2261209,57,40,48,48,2304,4608,2421,2437,5437CC23
1197,39.9,2263646,59,40,47,48,2256,4512,2409,2425,79AF84F8
1198,39.93333333333333,2266071,62,40,45,48,2160,4320,2299,2315,020C7D5B
1199,39.96666666666667,2268386,63,40,45,48,2160,4320,2280,2296,F04A1EF6
1200,40.0,2270682,64,41,44,47,2068,4136,2240,2256,E3B4F67A
1201,40.03333333333333,2272938,68,45,27,17,459,918,694,710,320D90A7
1202,40.06666666666667,2273648,64,41,45,47,2115,4230,2122,2138,983C9601
1203,40.1,2275786,75,50,32,37,1184,2368,1481,1497,F2467C49
1204,40.13333333333333,2277283,65,42,44,46,2024,4048,2088,2104,8F7B5B32
1205,40.166666666666664,2279387,65,42,44,46,2024,4048,2169,2185,651FDB95
1206,40.2,2281572,64,40,44,48,2112,4224,2215,2231,FC211A8B
1207,40.233333333333334,2283803,67,44,32,35,1120,2240,1420,1436,806EA34F
1208,40.266666666666666,2285239,64,40,44,47,2068,4136,2251,2267,6F73C818
1209,40.3,2287506,64,40,44,48,2112,4224,2322,2338,9F0C9431
